English,Xhosa,Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
1,,s1_q6,head_of_household_demographics,,radio,What is the highest level of education that you have completed? ,"1, Less than Matric|2, Matric|3, Tertiary",,,,,,[language_prefer] = '1',y,,,,,
,1,s1_q6x,head_of_household_demographics,,radio,"<div class=""rich-text-field-label""><p>Leliphi inqanaba lwemfundo eliphezulu oliphumeleleyo?</p></div>","1, Ngaphantsi kwebanga leshumi|2, Ibanga leshumi|3, Imfundo enomsila",,,,,,[language_prefer] = '2',y,,,,,
1,,s1_q7,head_of_household_demographics,,radio,"<div class=""rich-text-field-label""><p>What is your employment status?</p></div>","1, Employed full-time|2, Employed part-time|3, Self-Employed|4, Unemployed",,,,,,[language_prefer] = '1',y,,,,,
,1,s1_q7x,head_of_household_demographics,,radio,"<div class=""rich-text-field-label""><p>Sithini isimo sakho sengqesho?</p></div>","1, Uqeshwe isigxina|2, Uqeshwa okwexeshana|3, Uziqeshile|4, Awuphangeli",,,,,,[language_prefer] = '2',y,,,,,
1,,s1_q14,head_of_household_demographics,,radio,What is your total household income per month?,"1, Under R1000|2, R1000 - R2500|3, R2501 - R5000|4, R5001 - R7500|5, R7501 - R10 000|6, R10 001 - R20 000|7, More than R 20 000",Total household income,,,,,[language_prefer] = '1',y,,,,,
,1,s1_q14x,head_of_household_demographics,,radio,"<div class=""rich-text-field-label""><p>Yimalini imali eyingeniso kwikhaya lakho ngenyanga</p> <p> </p></div>","1, Ngaphantsi kwe-R1000|2, R1000 - R2500|3, R2501 - R5000|4, R5001 - R7500|5, R7501 - R10 000|6, R10 001 - R20 000|7, Ngaphezulu kwe-R20 000",Umvuzo wonke wekhaya,,,,,[language_prefer] = '2',y,,,,,
1,,s2_q2,head_of_household_demographics,SECTION 2: PARTICIPANT'S HEALTH,radio,Have you ever had TB in the past? ,"1, Never|2, Yes, less than 2 years ago|3, Yes, more than 2 years ago",,,,,,[language_prefer] = '1',y,,,,,
,1,s2_q2x,head_of_household_demographics,,radio,Wawukhe wanaso isifo sephepha ngaphambili?,"1, Zange|2, Ewe - ngaphantsi kweminyaka emibini eyadlulayo.|3, Ewe - Ngaphezulu kweminyaka emibini eyadlulayo",,,,,,[language_prefer] = '2',y,,,,,
1,1,hoh_tb_hist_clinic,head_of_household_demographics,,dropdown,"<div class=""rich-text-field-label""><p><span style=""color: #000000;"">Which clinic did you go to for TB-care?</span></p> <p> </p> <p><span style=""color: #000000;"">Yeyiphi ikliniki oye kuyo ukufumana ukhathalelo lwe-TB?</span></p> <p> </p></div>","1, ec Chris Hani Clinic|2, ec Duncan Village CHC|3, ec Fezeka NU 3 Clinic|4, ec Ginsberg Clinic|5, ec Gompo A Ndende Clinic|6, ec Gompo B Jwayi Clinic|7, ec Gompo C Jabavu Clinic|8, ec Grey Gateway Clinic|9, ec John Dube Clinic|10, ec Luyolo NU 9 Clinic|11, ec Ndevana Clinic|12, ec NU 12 Clinic|13, ec NU 13 Clinic|14, ec Pefferville Clinic|15, ec Philani NU 1 Clinic|16, ec Aspiranza Clinic|17, ec Alphendale Clinic|18, ec Zwelitsha Zone 5 Clinic|19, ec Empilweni Gompo CHC|20, ec Pakamisa Clinic|21, Other",,,,,,[s2_q2] = '2' or [s2_q2] = '3' or [s2_q2x] = '2' or [s2_q2x] = '3',y,RH,,,,
1,1,hoh_tb_clinic_specify,head_of_household_demographics,,text,"Please specify:
Cacisa:",,,,,,,[hoh_tb_hist_clinic] = '21',y,,,,,
1,,hhm_tb_e,head_of_household_demographics,,radio,Has anyone in this household other than yourself had TB?,"1, Never|2, Yes, less than 2 years ago|3, Yes, more than 2 years ago",,,,,,[language_prefer] = '1',y,,,,,
,1,hhm_tb_x,head_of_household_demographics,,radio,"<div class=""rich-text-field-label""><p>Ingaba ukho umntu kweli khaya ngaphandle kwakho owakhe wane-TB?</p></div>","1, Hayi|2, Ewe, ngaphantsi kweminyaka emi-2 eyadlulayo|3, Ewe, ngaphezu kweminyaka emi-2 eyadlulayo",,,,,,[language_prefer] = '2',y,,,,,
1,1,hhm_tb_hist_clinic,head_of_household_demographics,,dropdown,"<div class=""rich-text-field-label""><p><span style=""color: #000000;"">Which clinic did this person first go to for TB-care?</span></p> <p><span style=""color: #000000;"">Yeyiphi iklinikhi aqale waya kuyo lomntu ukuya kufuna ukhathalelo lwe-TB?</span></p></div>","1, ec Chris Hani Clinic|2, ec Duncan Village CHC|3, ec Fezeka NU 3 Clinic|4, ec Ginsberg Clinic|5, ec Gompo A Ndende Clinic|6, ec Gompo B Jwayi Clinic|7, ec Gompo C Jabavu Clinic|8, ec Grey Gateway Clinic|9, ec John Dube Clinic|10, ec Luyolo NU 9 Clinic|11, ec Ndevana Clinic|12, ec NU 12 Clinic|13, ec NU 13 Clinic|14, ec Pefferville Clinic|15, ec Philani NU 1 Clinic|16, ec Aspiranza Clinic|17, ec Alphendale Clinic|18, ec Zwelitsha Zone 5 Clinic|19, ec Empilweni Gompo CHC|20, ec Pakamisa Clinic|21, Other",,,,,,[hhm_tb_e] = '2' or [hhm_tb_e] = '3' or [hhm_tb_x] = '2' or [hhm_tb_x] = '3',y,RH,,,,
1,1,hhm_tb_clinic_specify,head_of_household_demographics,,text,"Please specify:
Cacisa:",,,,,,,[hhm_tb_hist_clinic] = '21',y,,,,,
1,,s2_q3,head_of_household_demographics,,radio,Do you have a family member or friend outside of this household who has or has had TB?,"1, Yes|0, No|2, I don't know",,,,,,[language_prefer] = '1',y,,,,,
,1,s2_q3x,head_of_household_demographics,,radio,"<div class=""rich-text-field-label""><p>Unalo ilungu losapho lwakho okanye umhlobo onesifo sephepha okanye owakhe wanesifo sephepha?</p></div>","1, Ewe|0, Hayi|2, Andiyazi",,,,,,[language_prefer] = '2',y,,,,,
1,,s2_q5,head_of_household_demographics,,radio,Have you been tested for HIV?,"1, Never|2, Yes, less than 6 months ago|3, Yes, in the last year, but more than 6 months ago|4, Yes, more than a year ago",,,,,,[language_prefer] = '1',y,,,,,
,1,s2_q5x,head_of_household_demographics,,radio,"<div class=""rich-text-field-label""><p>Wawukhe wavavanyelwa intsholongwane ka gawulayo?</p></div>","1, Hayi|2, Ewe, ngaphantsi kweenyanga ezi-6 ezidlulileyo|3, Ewe, kulo nyaka uphelileyo, kodwa ngaphezu kweenyanga ezi-6 ezidlulileyo|4, Ewe, ngaphezu konyaka odlulileyo",,,,,,[language_prefer] = '2',y,,,,,
1,,hh_member_hiv,head_of_household_demographics,,radio,Is anyone in this household living with HIV?,"1, Yes|2, No",,,,,,[language_prefer] = '1',y,,,,,
,1,hh_member_x,head_of_household_demographics,,radio,"<div class=""rich-text-field-label""><p>Ingaba ukhona umntu ophila nentsholongwane kagawulayo kwelikhaya?</p></div>","1, Ewe|2, Hayi",,,,,,[language_prefer] = '2',y,,,,,
1,,s2_q9,head_of_household_demographics,,radio,"Do you have a family member or friend, outside of this household, who is living with HIV/AIDS?","1, Yes|0, No|2, I don't know",,,,,,[language_prefer] = '1',y,,,,,
,1,s2_q9x,head_of_household_demographics,,radio,"<div class=""rich-text-field-label""><p>Ingaba unalo ilungu losapho okanye umhlobo ngaphandle kweli khaya, ophila nentsholongwane kagawulayo?</p></div>","1, Ewe|0, Hayi|2, Andiyazi",,,,,,[language_prefer] = '2',y,,,,,
1,,s5_q1___1,head_of_household_demographics,"<div class=""rich-text-field-label""><p style=""text-align: center;"">TB Knowledge</p> <p style=""text-align: center;""></p></div>",checkbox,"<div class=""rich-text-field-label""><p>What do you think causes TB?<br /><br /><span style=""color: #3598db;"">RA Note: Participant should not be able to see answers</span></p></div>","1, I don't know|2, Infection/Virus/Bacteria|3, Witchcraft|4, Infection from others|5, Smoking|6, Exposure to the cold|7, Drinking alcohol|8, Weak body|9, Other, Specify",,,,,,[language_prefer] = '1',y,,,,, @NONEOFTHEABOVE=1
1,,s5_q1___2,head_of_household_demographics,"<div class=""rich-text-field-label""><p style=""text-align: center;"">TB Knowledge</p> <p style=""text-align: center;""></p></div>",checkbox,"<div class=""rich-text-field-label""><p>What do you think causes TB?<br /><br /><span style=""color: #3598db;"">RA Note: Participant should not be able to see answers</span></p></div>","1, I don't know|2, Infection/Virus/Bacteria|3, Witchcraft|4, Infection from others|5, Smoking|6, Exposure to the cold|7, Drinking alcohol|8, Weak body|9, Other, Specify",,,,,,[language_prefer] = '1',y,,,,, @NONEOFTHEABOVE=2
1,,s5_q1___3,head_of_household_demographics,"<div class=""rich-text-field-label""><p style=""text-align: center;"">TB Knowledge</p> <p style=""text-align: center;""></p></div>",checkbox,"<div class=""rich-text-field-label""><p>What do you think causes TB?<br /><br /><span style=""color: #3598db;"">RA Note: Participant should not be able to see answers</span></p></div>","1, I don't know|2, Infection/Virus/Bacteria|3, Witchcraft|4, Infection from others|5, Smoking|6, Exposure to the cold|7, Drinking alcohol|8, Weak body|9, Other, Specify",,,,,,[language_prefer] = '1',y,,,,, @NONEOFTHEABOVE=3
1,,s5_q1___4,head_of_household_demographics,"<div class=""rich-text-field-label""><p style=""text-align: center;"">TB Knowledge</p> <p style=""text-align: center;""></p></div>",checkbox,"<div class=""rich-text-field-label""><p>What do you think causes TB?<br /><br /><span style=""color: #3598db;"">RA Note: Participant should not be able to see answers</span></p></div>","1, I don't know|2, Infection/Virus/Bacteria|3, Witchcraft|4, Infection from others|5, Smoking|6, Exposure to the cold|7, Drinking alcohol|8, Weak body|9, Other, Specify",,,,,,[language_prefer] = '1',y,,,,, @NONEOFTHEABOVE=4
1,,s5_q1___5,head_of_household_demographics,"<div class=""rich-text-field-label""><p style=""text-align: center;"">TB Knowledge</p> <p style=""text-align: center;""></p></div>",checkbox,"<div class=""rich-text-field-label""><p>What do you think causes TB?<br /><br /><span style=""color: #3598db;"">RA Note: Participant should not be able to see answers</span></p></div>","1, I don't know|2, Infection/Virus/Bacteria|3, Witchcraft|4, Infection from others|5, Smoking|6, Exposure to the cold|7, Drinking alcohol|8, Weak body|9, Other, Specify",,,,,,[language_prefer] = '1',y,,,,, @NONEOFTHEABOVE=5
1,,s5_q1___6,head_of_household_demographics,"<div class=""rich-text-field-label""><p style=""text-align: center;"">TB Knowledge</p> <p style=""text-align: center;""></p></div>",checkbox,"<div class=""rich-text-field-label""><p>What do you think causes TB?<br /><br /><span style=""color: #3598db;"">RA Note: Participant should not be able to see answers</span></p></div>","1, I don't know|2, Infection/Virus/Bacteria|3, Witchcraft|4, Infection from others|5, Smoking|6, Exposure to the cold|7, Drinking alcohol|8, Weak body|9, Other, Specify",,,,,,[language_prefer] = '1',y,,,,, @NONEOFTHEABOVE=6
1,,s5_q1___7,head_of_household_demographics,"<div class=""rich-text-field-label""><p style=""text-align: center;"">TB Knowledge</p> <p style=""text-align: center;""></p></div>",checkbox,"<div class=""rich-text-field-label""><p>What do you think causes TB?<br /><br /><span style=""color: #3598db;"">RA Note: Participant should not be able to see answers</span></p></div>","1, I don't know|2, Infection/Virus/Bacteria|3, Witchcraft|4, Infection from others|5, Smoking|6, Exposure to the cold|7, Drinking alcohol|8, Weak body|9, Other, Specify",,,,,,[language_prefer] = '1',y,,,,, @NONEOFTHEABOVE=7
1,,s5_q1___8,head_of_household_demographics,"<div class=""rich-text-field-label""><p style=""text-align: center;"">TB Knowledge</p> <p style=""text-align: center;""></p></div>",checkbox,"<div class=""rich-text-field-label""><p>What do you think causes TB?<br /><br /><span style=""color: #3598db;"">RA Note: Participant should not be able to see answers</span></p></div>","1, I don't know|2, Infection/Virus/Bacteria|3, Witchcraft|4, Infection from others|5, Smoking|6, Exposure to the cold|7, Drinking alcohol|8, Weak body|9, Other, Specify",,,,,,[language_prefer] = '1',y,,,,, @NONEOFTHEABOVE=8
1,,s5_q1___9,head_of_household_demographics,"<div class=""rich-text-field-label""><p style=""text-align: center;"">TB Knowledge</p> <p style=""text-align: center;""></p></div>",checkbox,"<div class=""rich-text-field-label""><p>What do you think causes TB?<br /><br /><span style=""color: #3598db;"">RA Note: Participant should not be able to see answers</span></p></div>","1, I don't know|2, Infection/Virus/Bacteria|3, Witchcraft|4, Infection from others|5, Smoking|6, Exposure to the cold|7, Drinking alcohol|8, Weak body|9, Other, Specify",,,,,,[language_prefer] = '1',y,,,,, @NONEOFTHEABOVE=1
,1,s5_q1x___1,head_of_household_demographics,,checkbox,"<div class=""rich-text-field-label""><p>Ucinga ukuba senziwa yintoni isifo sephepha?<br /><br /><br /><span style=""color: #3598db;"">RA Qaphela: Umthathi-nxaxheba akumelanga azibone ezimpendulo.</span></p></div>","1, Andiyazi|2, Iintsholongwane|3, Bubugqwirha|4, Lulosuleleko kwabanye|5, Ukutshaya|6, Kukuba sengqeleni|7, Ukusela|8, Umzimba Obuthathaka|9, Okunye, cacisa",,,,,,[language_prefer] = '2',y,,,,, @NONEOFTHEABOVE=1
,1,s5_q1x___2,head_of_household_demographics,,checkbox,"<div class=""rich-text-field-label""><p>Ucinga ukuba senziwa yintoni isifo sephepha?<br /><br /><br /><span style=""color: #3598db;"">RA Qaphela: Umthathi-nxaxheba akumelanga azibone ezimpendulo.</span></p></div>","1, Andiyazi|2, Iintsholongwane|3, Bubugqwirha|4, Lulosuleleko kwabanye|5, Ukutshaya|6, Kukuba sengqeleni|7, Ukusela|8, Umzimba Obuthathaka|9, Okunye, cacisa",,,,,,[language_prefer] = '2',y,,,,, @NONEOFTHEABOVE=1
,1,s5_q1x___3,head_of_household_demographics,,checkbox,"<div class=""rich-text-field-label""><p>Ucinga ukuba senziwa yintoni isifo sephepha?<br /><br /><br /><span style=""color: #3598db;"">RA Qaphela: Umthathi-nxaxheba akumelanga azibone ezimpendulo.</span></p></div>","1, Andiyazi|2, Iintsholongwane|3, Bubugqwirha|4, Lulosuleleko kwabanye|5, Ukutshaya|6, Kukuba sengqeleni|7, Ukusela|8, Umzimba Obuthathaka|9, Okunye, cacisa",,,,,,[language_prefer] = '2',y,,,,, @NONEOFTHEABOVE=1
,1,s5_q1x___4,head_of_household_demographics,,checkbox,"<div class=""rich-text-field-label""><p>Ucinga ukuba senziwa yintoni isifo sephepha?<br /><br /><br /><span style=""color: #3598db;"">RA Qaphela: Umthathi-nxaxheba akumelanga azibone ezimpendulo.</span></p></div>","1, Andiyazi|2, Iintsholongwane|3, Bubugqwirha|4, Lulosuleleko kwabanye|5, Ukutshaya|6, Kukuba sengqeleni|7, Ukusela|8, Umzimba Obuthathaka|9, Okunye, cacisa",,,,,,[language_prefer] = '2',y,,,,, @NONEOFTHEABOVE=1
,1,s5_q1x___5,head_of_household_demographics,,checkbox,"<div class=""rich-text-field-label""><p>Ucinga ukuba senziwa yintoni isifo sephepha?<br /><br /><br /><span style=""color: #3598db;"">RA Qaphela: Umthathi-nxaxheba akumelanga azibone ezimpendulo.</span></p></div>","1, Andiyazi|2, Iintsholongwane|3, Bubugqwirha|4, Lulosuleleko kwabanye|5, Ukutshaya|6, Kukuba sengqeleni|7, Ukusela|8, Umzimba Obuthathaka|9, Okunye, cacisa",,,,,,[language_prefer] = '2',y,,,,, @NONEOFTHEABOVE=1
,1,s5_q1x___6,head_of_household_demographics,,checkbox,"<div class=""rich-text-field-label""><p>Ucinga ukuba senziwa yintoni isifo sephepha?<br /><br /><br /><span style=""color: #3598db;"">RA Qaphela: Umthathi-nxaxheba akumelanga azibone ezimpendulo.</span></p></div>","1, Andiyazi|2, Iintsholongwane|3, Bubugqwirha|4, Lulosuleleko kwabanye|5, Ukutshaya|6, Kukuba sengqeleni|7, Ukusela|8, Umzimba Obuthathaka|9, Okunye, cacisa",,,,,,[language_prefer] = '2',y,,,,, @NONEOFTHEABOVE=1
,1,s5_q1x___7,head_of_household_demographics,,checkbox,"<div class=""rich-text-field-label""><p>Ucinga ukuba senziwa yintoni isifo sephepha?<br /><br /><br /><span style=""color: #3598db;"">RA Qaphela: Umthathi-nxaxheba akumelanga azibone ezimpendulo.</span></p></div>","1, Andiyazi|2, Iintsholongwane|3, Bubugqwirha|4, Lulosuleleko kwabanye|5, Ukutshaya|6, Kukuba sengqeleni|7, Ukusela|8, Umzimba Obuthathaka|9, Okunye, cacisa",,,,,,[language_prefer] = '2',y,,,,, @NONEOFTHEABOVE=1
,1,s5_q1x___8,head_of_household_demographics,,checkbox,"<div class=""rich-text-field-label""><p>Ucinga ukuba senziwa yintoni isifo sephepha?<br /><br /><br /><span style=""color: #3598db;"">RA Qaphela: Umthathi-nxaxheba akumelanga azibone ezimpendulo.</span></p></div>","1, Andiyazi|2, Iintsholongwane|3, Bubugqwirha|4, Lulosuleleko kwabanye|5, Ukutshaya|6, Kukuba sengqeleni|7, Ukusela|8, Umzimba Obuthathaka|9, Okunye, cacisa",,,,,,[language_prefer] = '2',y,,,,, @NONEOFTHEABOVE=1
,1,s5_q1x___9,head_of_household_demographics,,checkbox,"<div class=""rich-text-field-label""><p>Ucinga ukuba senziwa yintoni isifo sephepha?<br /><br /><br /><span style=""color: #3598db;"">RA Qaphela: Umthathi-nxaxheba akumelanga azibone ezimpendulo.</span></p></div>","1, Andiyazi|2, Iintsholongwane|3, Bubugqwirha|4, Lulosuleleko kwabanye|5, Ukutshaya|6, Kukuba sengqeleni|7, Ukusela|8, Umzimba Obuthathaka|9, Okunye, cacisa",,,,,,[language_prefer] = '2',y,,,,, @NONEOFTHEABOVE=1
1,,s5_q1_other,head_of_household_demographics,,text,Specify:,,,,,,,[s5_q1(9)] = '1',y,,,,,
,1,s5_q1_otherx,head_of_household_demographics,,text,Cacisa,,,,,,,[s5_q1x(9)] = '1',y,,,,,
1,,s5_q2___1,head_of_household_demographics,,checkbox,"<div class=""rich-text-field-label""><p>How is TB spread from person to person?<br /><br /><span style=""color: #3598db;"">RA NOTE: Participant should not be able to see answers</span></p></div>","1, I don't know|2, Physical contact (shaking hands, kissing, and so on)|3, Sharing foods/drinks/utensils|4, Coughing/sneezing/talking/singing|5, Poor sanitation/ sharing toilet seats|6, Sex|7, Other - Specify",,,,,,[language_prefer] = '1',y,,,,, @NONEOFTHEABOVE=1
1,,s5_q2___2,head_of_household_demographics,,checkbox,"<div class=""rich-text-field-label""><p>How is TB spread from person to person?<br /><br /><span style=""color: #3598db;"">RA NOTE: Participant should not be able to see answers</span></p></div>","1, I don't know|2, Physical contact (shaking hands, kissing, and so on)|3, Sharing foods/drinks/utensils|4, Coughing/sneezing/talking/singing|5, Poor sanitation/ sharing toilet seats|6, Sex|7, Other - Specify",,,,,,[language_prefer] = '1',y,,,,, @NONEOFTHEABOVE=1
1,,s5_q2___3,head_of_household_demographics,,checkbox,"<div class=""rich-text-field-label""><p>How is TB spread from person to person?<br /><br /><span style=""color: #3598db;"">RA NOTE: Participant should not be able to see answers</span></p></div>","1, I don't know|2, Physical contact (shaking hands, kissing, and so on)|3, Sharing foods/drinks/utensils|4, Coughing/sneezing/talking/singing|5, Poor sanitation/ sharing toilet seats|6, Sex|7, Other - Specify",,,,,,[language_prefer] = '1',y,,,,, @NONEOFTHEABOVE=1
1,,s5_q2___4,head_of_household_demographics,,checkbox,"<div class=""rich-text-field-label""><p>How is TB spread from person to person?<br /><br /><span style=""color: #3598db;"">RA NOTE: Participant should not be able to see answers</span></p></div>","1, I don't know|2, Physical contact (shaking hands, kissing, and so on)|3, Sharing foods/drinks/utensils|4, Coughing/sneezing/talking/singing|5, Poor sanitation/ sharing toilet seats|6, Sex|7, Other - Specify",,,,,,[language_prefer] = '1',y,,,,, @NONEOFTHEABOVE=1
1,,s5_q2___5,head_of_household_demographics,,checkbox,"<div class=""rich-text-field-label""><p>How is TB spread from person to person?<br /><br /><span style=""color: #3598db;"">RA NOTE: Participant should not be able to see answers</span></p></div>","1, I don't know|2, Physical contact (shaking hands, kissing, and so on)|3, Sharing foods/drinks/utensils|4, Coughing/sneezing/talking/singing|5, Poor sanitation/ sharing toilet seats|6, Sex|7, Other - Specify",,,,,,[language_prefer] = '1',y,,,,, @NONEOFTHEABOVE=1
1,,s5_q2___6,head_of_household_demographics,,checkbox,"<div class=""rich-text-field-label""><p>How is TB spread from person to person?<br /><br /><span style=""color: #3598db;"">RA NOTE: Participant should not be able to see answers</span></p></div>","1, I don't know|2, Physical contact (shaking hands, kissing, and so on)|3, Sharing foods/drinks/utensils|4, Coughing/sneezing/talking/singing|5, Poor sanitation/ sharing toilet seats|6, Sex|7, Other - Specify",,,,,,[language_prefer] = '1',y,,,,, @NONEOFTHEABOVE=1
1,,s5_q2___7,head_of_household_demographics,,checkbox,"<div class=""rich-text-field-label""><p>How is TB spread from person to person?<br /><br /><span style=""color: #3598db;"">RA NOTE: Participant should not be able to see answers</span></p></div>","1, I don't know|2, Physical contact (shaking hands, kissing, and so on)|3, Sharing foods/drinks/utensils|4, Coughing/sneezing/talking/singing|5, Poor sanitation/ sharing toilet seats|6, Sex|7, Other - Specify",,,,,,[language_prefer] = '1',y,,,,, @NONEOFTHEABOVE=1
,1,s5_q2x___1,head_of_household_demographics,,checkbox,"<div class=""rich-text-field-label""><p>Sosulela njani isifo sephepha ukusuka komnye umntu ukuya komnye?<br /><br /><span style=""color: #3598db;"">RA Qaphela: Umthathi-nxaxheba akumelanga azibone ezimpendulo.</span></p></div>","1, Andiyazi|2, Ukubambana (Ukubambana zezandla, ukuphuzana, nezinye nezinye)|3, Ukutya kunye, ukusela kunye, ukusebenzisa icephe elinye, ezinye ne zinye.|4, Ukukhohlela, ukuthimla, ukuthetha, ukucula.|5, Indawo engacocekanga, ukutshintshisana ngezihlalo zezindlu zangasese|6, Isondo|7, Ezinye, cacisa",,,,,,[language_prefer] = '2',y,,,,, @NONEOFTHEABOVE=1
,1,s5_q2x___2,head_of_household_demographics,,checkbox,"<div class=""rich-text-field-label""><p>Sosulela njani isifo sephepha ukusuka komnye umntu ukuya komnye?<br /><br /><span style=""color: #3598db;"">RA Qaphela: Umthathi-nxaxheba akumelanga azibone ezimpendulo.</span></p></div>","1, Andiyazi|2, Ukubambana (Ukubambana zezandla, ukuphuzana, nezinye nezinye)|3, Ukutya kunye, ukusela kunye, ukusebenzisa icephe elinye, ezinye ne zinye.|4, Ukukhohlela, ukuthimla, ukuthetha, ukucula.|5, Indawo engacocekanga, ukutshintshisana ngezihlalo zezindlu zangasese|6, Isondo|7, Ezinye, cacisa",,,,,,[language_prefer] = '2',y,,,,, @NONEOFTHEABOVE=1
,1,s5_q2x___3,head_of_household_demographics,,checkbox,"<div class=""rich-text-field-label""><p>Sosulela njani isifo sephepha ukusuka komnye umntu ukuya komnye?<br /><br /><span style=""color: #3598db;"">RA Qaphela: Umthathi-nxaxheba akumelanga azibone ezimpendulo.</span></p></div>","1, Andiyazi|2, Ukubambana (Ukubambana zezandla, ukuphuzana, nezinye nezinye)|3, Ukutya kunye, ukusela kunye, ukusebenzisa icephe elinye, ezinye ne zinye.|4, Ukukhohlela, ukuthimla, ukuthetha, ukucula.|5, Indawo engacocekanga, ukutshintshisana ngezihlalo zezindlu zangasese|6, Isondo|7, Ezinye, cacisa",,,,,,[language_prefer] = '2',y,,,,, @NONEOFTHEABOVE=1
,1,s5_q2x___4,head_of_household_demographics,,checkbox,"<div class=""rich-text-field-label""><p>Sosulela njani isifo sephepha ukusuka komnye umntu ukuya komnye?<br /><br /><span style=""color: #3598db;"">RA Qaphela: Umthathi-nxaxheba akumelanga azibone ezimpendulo.</span></p></div>","1, Andiyazi|2, Ukubambana (Ukubambana zezandla, ukuphuzana, nezinye nezinye)|3, Ukutya kunye, ukusela kunye, ukusebenzisa icephe elinye, ezinye ne zinye.|4, Ukukhohlela, ukuthimla, ukuthetha, ukucula.|5, Indawo engacocekanga, ukutshintshisana ngezihlalo zezindlu zangasese|6, Isondo|7, Ezinye, cacisa",,,,,,[language_prefer] = '2',y,,,,, @NONEOFTHEABOVE=1
,1,s5_q2x___5,head_of_household_demographics,,checkbox,"<div class=""rich-text-field-label""><p>Sosulela njani isifo sephepha ukusuka komnye umntu ukuya komnye?<br /><br /><span style=""color: #3598db;"">RA Qaphela: Umthathi-nxaxheba akumelanga azibone ezimpendulo.</span></p></div>","1, Andiyazi|2, Ukubambana (Ukubambana zezandla, ukuphuzana, nezinye nezinye)|3, Ukutya kunye, ukusela kunye, ukusebenzisa icephe elinye, ezinye ne zinye.|4, Ukukhohlela, ukuthimla, ukuthetha, ukucula.|5, Indawo engacocekanga, ukutshintshisana ngezihlalo zezindlu zangasese|6, Isondo|7, Ezinye, cacisa",,,,,,[language_prefer] = '2',y,,,,, @NONEOFTHEABOVE=1
,1,s5_q2x___6,head_of_household_demographics,,checkbox,"<div class=""rich-text-field-label""><p>Sosulela njani isifo sephepha ukusuka komnye umntu ukuya komnye?<br /><br /><span style=""color: #3598db;"">RA Qaphela: Umthathi-nxaxheba akumelanga azibone ezimpendulo.</span></p></div>","1, Andiyazi|2, Ukubambana (Ukubambana zezandla, ukuphuzana, nezinye nezinye)|3, Ukutya kunye, ukusela kunye, ukusebenzisa icephe elinye, ezinye ne zinye.|4, Ukukhohlela, ukuthimla, ukuthetha, ukucula.|5, Indawo engacocekanga, ukutshintshisana ngezihlalo zezindlu zangasese|6, Isondo|7, Ezinye, cacisa",,,,,,[language_prefer] = '2',y,,,,, @NONEOFTHEABOVE=1
,1,s5_q2x___7,head_of_household_demographics,,checkbox,"<div class=""rich-text-field-label""><p>Sosulela njani isifo sephepha ukusuka komnye umntu ukuya komnye?<br /><br /><span style=""color: #3598db;"">RA Qaphela: Umthathi-nxaxheba akumelanga azibone ezimpendulo.</span></p></div>","1, Andiyazi|2, Ukubambana (Ukubambana zezandla, ukuphuzana, nezinye nezinye)|3, Ukutya kunye, ukusela kunye, ukusebenzisa icephe elinye, ezinye ne zinye.|4, Ukukhohlela, ukuthimla, ukuthetha, ukucula.|5, Indawo engacocekanga, ukutshintshisana ngezihlalo zezindlu zangasese|6, Isondo|7, Ezinye, cacisa",,,,,,[language_prefer] = '2',y,,,,, @NONEOFTHEABOVE=1
1,,s5_q2_other,head_of_household_demographics,,text,Specify:,,,,,,,[s5_q2(7)] = '1',y,,,,,
,1,s5_q2_otherx,head_of_household_demographics,,text,Cacisa,,,,,,,[s5_q2x(7)] = '1',y,,,,,
1,,s5_q3___1,head_of_household_demographics,,checkbox,"<div class=""rich-text-field-label""><p>What are the signs and symptoms of TB? <br /><br /><span style=""color: #3598db;"">RA Note: Participant should not be able to see answers</span></p></div>","1, I don't know|2, Fever|3, Weight loss|4, Coughing|5, Night sweats|6, Coughing up blood|7, Loss of appetite|8, Chest pain|9, Breathlessness|10, Feeling weak|11, Other - Specify",,,,,,[language_prefer] = '1',y,,,,, @NONEOFTHEABOVE=1
1,,s5_q3___2,head_of_household_demographics,,checkbox,"<div class=""rich-text-field-label""><p>What are the signs and symptoms of TB? <br /><br /><span style=""color: #3598db;"">RA Note: Participant should not be able to see answers</span></p></div>","1, I don't know|2, Fever|3, Weight loss|4, Coughing|5, Night sweats|6, Coughing up blood|7, Loss of appetite|8, Chest pain|9, Breathlessness|10, Feeling weak|11, Other - Specify",,,,,,[language_prefer] = '1',y,,,,, @NONEOFTHEABOVE=1
1,,s5_q3___3,head_of_household_demographics,,checkbox,"<div class=""rich-text-field-label""><p>What are the signs and symptoms of TB? <br /><br /><span style=""color: #3598db;"">RA Note: Participant should not be able to see answers</span></p></div>","1, I don't know|2, Fever|3, Weight loss|4, Coughing|5, Night sweats|6, Coughing up blood|7, Loss of appetite|8, Chest pain|9, Breathlessness|10, Feeling weak|11, Other - Specify",,,,,,[language_prefer] = '1',y,,,,, @NONEOFTHEABOVE=1
